epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9907466769218445,0.6539504528045654,0.04449290782213211,0.01368267834186554,0.012987012974917889,0.9937617182731628,0.5523136258125305,0.0535895936191082,0.0,0.0
1,0.9955900311470032,0.8948885798454285,0.018136681988835335,0.6424528360366821,0.18817353248596191,0.9961069226264954,0.8625422120094299,0.024513235315680504,0.8787878751754761,0.43609023094177246
2,0.9967932105064392,0.9158787131309509,0.01405999157577753,0.7916868329048157,0.45261120796203613,0.9962945580482483,0.9482117891311646,0.014969812706112862,0.7596153616905212,0.5939849615097046
3,0.9972359538078308,0.9254436492919922,0.0121016139164567,0.8279386758804321,0.5371649861335754,0.9958255290985107,0.9601977467536926,0.014466065913438797,0.6506849527359009,0.7142857313156128
4,0.9974992275238037,0.931266725063324,0.011031854897737503,0.8470447063446045,0.5860735177993774,0.9953565001487732,0.9828847646713257,0.01223773043602705,0.5965909361839294,0.7894737124443054
5,0.9975696802139282,0.9447309374809265,0.00991746224462986,0.8305647969245911,0.62171870470047,0.9977955222129822,0.9956197142601013,0.0059259189292788506,0.8071428537368774,0.8496240377426147
6,0.9977730512619019,0.9489994645118713,0.009119671769440174,0.8503965139389038,0.6518375277519226,0.9976547956466675,0.9957268834114075,0.005770525429397821,0.7943262457847595,0.8421052694320679
7,0.9978142976760864,0.9520096778869629,0.008667093701660633,0.8451590538024902,0.6681403517723083,0.9978892803192139,0.9957976937294006,0.005275931674987078,0.8235294222831726,0.8421052694320679
8,0.9979631900787354,0.9525947570800781,0.00829840824007988,0.8634622097015381,0.6849958300590515,0.9982645511627197,0.9959370493888855,0.004422593861818314,0.8428571224212646,0.8872180581092834
9,0.9980243444442749,0.9534892439842224,0.007974166423082352,0.8653648495674133,0.6979828476905823,0.9984052777290344,0.9959368109703064,0.0045037539675831795,0.8510638475418091,0.902255654335022
10,0.9981067776679993,0.9561259150505066,0.007615762762725353,0.8701517581939697,0.7129040956497192,0.9981707334518433,0.995944619178772,0.004861145280301571,0.8012820482254028,0.9398496150970459
11,0.9981027841567993,0.9566695094108582,0.007537445053458214,0.862194299697876,0.7209174036979675,0.9976078867912292,0.9958948493003845,0.005501743406057358,0.7329545617103577,0.969924807548523
12,0.9982025027275085,0.9567782878875732,0.007293404545634985,0.860642671585083,0.7474440336227417,0.9989681243896484,0.996147096157074,0.0025453416164964437,0.8775510191917419,0.969924807548523
13,0.9984032511711121,0.9613835215568542,0.006685459520667791,0.8752327561378479,0.7792207598686218,0.9989681243896484,0.9961628913879395,0.002656001830473542,0.8724831938743591,0.9774436354637146
14,0.9984484910964966,0.9600716233253479,0.006554835010319948,0.8633669018745422,0.8049184679985046,0.9990150332450867,0.9961457848548889,0.0025386654306203127,0.8835616707801819,0.969924807548523
15,0.9986039996147156,0.9613032341003418,0.006249839439988136,0.8799172043800354,0.8220502734184265,0.9989681243896484,0.9962072968482971,0.00230811582878232,0.8675496578216553,0.9849624037742615
16,0.9986585378646851,0.9622635841369629,0.006078839302062988,0.8786999583244324,0.8366951942443848,0.9992495179176331,0.999976396560669,0.0013258066028356552,0.9090909361839294,0.9774436354637146
17,0.9986864328384399,0.9653139710426331,0.005913347937166691,0.8854380249977112,0.8350372910499573,0.9997654557228088,0.9999826550483704,0.0008621971937827766,0.9776119589805603,0.9849624037742615
18,0.9987462759017944,0.9644538760185242,0.005676326807588339,0.8889535069465637,0.8449848294258118,0.9997654557228088,0.9999890327453613,0.0007899629417806864,0.9776119589805603,0.9849624037742615
19,0.9987888336181641,0.9662575721740723,0.005572016350924969,0.89020174741745,0.8535507321357727,0.9997185468673706,0.9999852776527405,0.0008383495733141899,0.9635036587715149,0.9924812316894531
20,0.9987741708755493,0.9666580557823181,0.005583832040429115,0.8858368992805481,0.8554849624633789,0.9995778799057007,0.9999870657920837,0.0008386280969716609,0.9558823704719543,0.9774436354637146
21,0.9988313913345337,0.969176173210144,0.0053506530821323395,0.8900911211967468,0.8637745380401611,0.9997654557228088,0.9999913573265076,0.000683294259943068,0.9776119589805603,0.9849624037742615
22,0.9988194108009338,0.9698125123977661,0.005359266418963671,0.8931758999824524,0.8571428656578064,0.9997185468673706,0.999993085861206,0.0007355865091085434,0.970370352268219,0.9849624037742615
23,0.9988818764686584,0.9694796204566956,0.005129336845129728,0.8982225060462952,0.8657087683677673,0.9997185468673706,0.9999939799308777,0.0006289629964157939,0.970370352268219,0.9849624037742615
24,0.9987449645996094,0.97196364402771,0.005416516214609146,0.8824706673622131,0.8527217507362366,0.9993433356285095,0.9999876022338867,0.0013524527894333005,0.9103448390960693,0.9924812316894531
25,0.9988752603530884,0.9716120958328247,0.005078716203570366,0.894676923751831,0.8684719800949097,0.9997654557228088,0.9999977946281433,0.0005574958049692214,0.970588207244873,0.9924812316894531
26,0.9988486766815186,0.9726799130439758,0.005076284985989332,0.8909400701522827,0.8668140172958374,0.9996716976165771,0.9999952912330627,0.0007600311073474586,0.95652174949646,0.9924812316894531
27,0.998943030834198,0.9728882312774658,0.0049394406378269196,0.9036592245101929,0.8734456896781921,0.9997654557228088,0.9962349534034729,0.0008281418704427779,0.970588207244873,0.9924812316894531
28,0.998928427696228,0.9730067253112793,0.004917725455015898,0.8974286317825317,0.8775904774665833,0.9998123645782471,0.9999982118606567,0.0005307678366079926,0.9777777791023254,0.9924812316894531
